make,model,ModelTypeText,model_variant,color,carType,Ccm,city,Co2EmissionText,ConsumptionRatingText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Km,Properties,Seats,TransmissionTypeText,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
Lamborghini,MURCIÉLAGO,Murciélago LP670-4 SV Cpé,Murciélago LP670-4 SV Cpé,Black,Coupé,6496,Zuzwil,480 g/km,G,2,Allrad,7,2009,Benzin,9500,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,20.6,l/100km
Jaguar,XK,XKR S/C Convertible,XKR S/C Convertible,Black,Cabriolet,3996,Zuzwil,299 g/km,G,2,Hinterradantrieb,4,2000,Benzin,107100,"\"Ab MFK\"",4,Automat,12.5,l/100km
Lamborghini,GALLARDO,Gallardo 5.0 V10 Coupé,Gallardo 5.0 V10 Coupé,Black,Coupé,4961,Zuzwil,450 g/km,G,2,Allrad,7,2004,Benzin,36700,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,19.5,l/100km
MERCEDES-BENZ,"",CL 5.8 BRABUS,CL 5.8 BRABUS,Black,Coupé,5727,Zuzwil,null,null,2,Hinterradantrieb,1,2000,Benzin,33000,"\"Ab MFK\", \"Tuning\"",4,Automatik-Getriebe,null,""
BMW,X5,X5 4.6is,X5 4.6is,Black,SUV / Geländewagen,4619,Zuzwil,356 g/km,G,5,Allrad,8,2002,Benzin,32900,"\"Ab MFK\"",5,Automat sequentiell,14.9,l/100km
MERCEDES-BENZ,SL 65 AMG,SL 65 AMG,SL 65 AMG,Black,Cabriolet,5981,Zuzwil,null,G,2,Hinterradantrieb,9,2004,Benzin,33613,"\"Ab MFK\"",2,Automat,15.1,l/100km
Audi,RS6,RS6 Avant 4.0 TFSI V8 qu,RS6 Avant 4.0 TFSI V8 qu,Black,Kombi,3993,Zuzwil,229 g/km,G,5,Allrad,3,2013,Benzin,6000,"\"Ab MFK\"",5,Automat sequentiell,9.8,l/100km
Alfa Romeo,GTV,GTV 6 2.5,GTV 6 2.5,Blue,Coupé,2492,Zuzwil,null,null,3,Hinterradantrieb,8,1984,Benzin,75000,null,4,Schaltgetriebe manuell,null,""
Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,Black,SUV / Geländewagen,4554,Zuzwil,414 g/km,null,5,Allrad,12,1995,Benzin,46500,"\"Ab MFK\"",5,Automat,16.2,l/100km
Bentley,ARNAGE,Arnage T,Arnage T,Black,Limousine,6761,Zuzwil,495 g/km,G,4,Hinterradantrieb,6,2002,Benzin,36000,"\"Ab MFK\"",5,Automat,20.6,l/100km
MERCEDES-BENZ,C 43 AMG,C 43 AMG Sport,C 43 AMG Sport,Black,Kombi,4266,Zuzwil,280 g/km,null,5,Hinterradantrieb,1,1998,Benzin,64100,"\"Ab MFK\"",5,Automat,11.7,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Black,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,1,2003,Benzin,59000,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
Porsche,911,911 Carrera,911 Carrera,Black,Coupé,3387,Zuzwil,null,null,2,Hinterradantrieb,5,1998,Benzin,26000,"\"Ab MFK\"",4,Automatik-Getriebe,11.8,l/100km
Fiat,131,131 Racing / Sport,Racing / Sport,Black,Limousine,1995,Zuzwil,null,null,3,null,5,1980,Benzin,80000,null,2,Schaltgetriebe,null,""
Porsche,911,911 Carrera 4S Cabrio,911 Carrera 4S Cabrio,Black,Cabriolet,3824,Zuzwil,285 g/km,G,2,Allrad,5,2006,Benzin,30600,"\"Ab MFK\"",2,Schaltgetriebe manuell,11.8,l/100km
MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,Black,Cabriolet,5439,Zuzwil,340 g/km,G,2,Hinterradantrieb,1,2003,Benzin,32500,"\"Ab MFK\"",2,Automat,14.2,l/100km
Renault,Alpine A110,Alpine A110 Modell 1400 FASA,Modell 1400 FASA,Black,Coupé,1397,Zuzwil,null,null,2,Hinterradantrieb,7,1978,Benzin,90000,"\"Ab MFK\"",2,Schaltgetriebe,null,""
Porsche,911,911 GTR (GT3),GTR (GT3),Black,Coupé,3600,Zuzwil,null,null,2,Hinterradantrieb,4,2001,Benzin,16300,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe,null,""
Porsche,911,911 Carrera Cabrio,911 Carrera Cabrio,Blue,Cabriolet,3600,Zuzwil,null,null,2,Hinterradantrieb,1,1996,Benzin,78000,"\"Ab MFK\"",4,Schaltgetriebe manuell,11.9,l/100km
Ferrari,F360,F360 Challenge stradale,F360 Challenge stradale,Black,Coupé,3586,Zuzwil,440 g/km,G,2,Hinterradantrieb,3,2004,Benzin,27650,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,19.1,l/100km
MERCEDES-BENZ,CLS 55 AMG,CLS 55 AMG,CLS 55 AMG,Black,Limousine,5439,Zuzwil,326 g/km,G,4,Hinterradantrieb,6,2005,Benzin,77000,"\"Ab MFK\"",4,Automat sequentiell,13.6,l/100km
MERCEDES-BENZ,E 240,E 240 Elégance,E 240 Elégance,Black,Limousine,2597,Zuzwil,250 g/km,G,4,Hinterradantrieb,4,2003,Benzin,89200,"\"Ab MFK\"",5,Automat,10.4,l/100km
BMW,323,323 E21,E21,Black,Coupé,2315,Zuzwil,null,null,2,null,9,1982,Benzin,64700,"\"Ab MFK\"",5,null,9.0,l/100km
Porsche,911,911 Carrera 4 S Cabrio,911 Carrera 4 S Cabrio,Black,Cabriolet,3596,Zuzwil,294 g/km,G,2,Allrad,3,2004,Benzin,75600,"\"Ab MFK\"",4,Automat,12.1,l/100km
Porsche,911,911 Turbo Cabrio,911 Turbo Cabrio,Black,Cabriolet,3600,Zuzwil,309 g/km,G,2,Allrad,9,2007,Benzin,46500,"\"Ab MFK\"",2,Schaltgetriebe manuell,12.9,l/100km
Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,Black,SUV / Geländewagen,4554,Zuzwil,414 g/km,null,5,Allrad,11,1995,Benzin,70400,"\"Ab MFK\"",5,Automat,16.2,l/100km
MERCEDES-BENZ,SLK 32 AMG,SLK 32 AMG,SLK 32 AMG,Black,Cabriolet,3199,Zuzwil,268 g/km,G,2,Hinterradantrieb,8,2003,Benzin,123400,"\"Ab MFK\"",2,Automat,11.2,l/100km
BMW-ALPINA,5 SERIES,B5 BiTurbo 4.4 V8,B5 BiTurbo 4.4 V8,Black,Limousine,4395,Zuzwil,221 g/km,G,4,Hinterradantrieb,5,2012,Benzin,19100,"\"Ab MFK\"",5,Automat sequentiell,9.5,l/100km
Lamborghini,DIABLO,Diablo 5.7,Diablo 5.7,Black,Coupé,5707,Zuzwil,null,null,2,Hinterradantrieb,4,1997,Benzin,55000,null,2,Schaltgetriebe manuell,null,""
Porsche,PANAMERA,Panamera Turbo 4.8,Panamera Turbo 4.8,Blue,Limousine,4806,Zuzwil,286 g/km,G,5,Allrad,1,2010,Benzin,26800,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,12.2,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Black,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,7,2002,Benzin,21400,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
BMW,320,320d Touring,320d Touring,Black,Kombi,1995,Zuzwil,184 g/km,F,5,Hinterradantrieb,8,2007,Diesel,162000,"\"Ab MFK\"",5,Automat,6.9,l/100km
BMW,2002,2002 Turbo,Turbo,Black,Limousine,1990,Zuzwil,null,null,2,Hinterradantrieb,7,1974,Benzin,82600,"\"Ab MFK\"",4,Schaltgetriebe,null,""
Renault,ALPINE,Alpine A310 V6,Alpine A310 V6,Black,Coupé,2664,Zuzwil,null,null,2,Hinterradantrieb,9,1983,Benzin,111990,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
MERCEDES-BENZ,SL 500,SL 500,SL 500,Black,Cabriolet,4973,Zuzwil,328 g/km,null,2,Hinterradantrieb,2,1998,Benzin,30400,"\"Ab MFK\"",0,Automat,14.3,l/100km
Porsche,911,911 Carrera,911 Carrera,Black,Coupé,3387,Zuzwil,285 g/km,G,2,Hinterradantrieb,9,2000,Benzin,77600,"\"Ab MFK\"",4,Schaltgetriebe manuell,11.8,l/100km
BMW,X5,X5 4.6is,X5 4.6is,Black,SUV / Geländewagen,4619,Zuzwil,356 g/km,G,5,Allrad,2,2002,Benzin,23800,"\"Ab MFK\"",5,Automat sequentiell,14.9,l/100km
BMW,M5,M5,M5,Black,Limousine,4395,Zuzwil,232 g/km,G,4,Hinterradantrieb,3,2013,Benzin,4600,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,9.9,l/100km
Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,Black,Kombi,4991,Zuzwil,333 g/km,G,5,Allrad,11,2008,Benzin,48200,null,5,Automat sequentiell,14.0,l/100km
Maserati,COUPÉ GT,Coupé GT,Coupé GT,Black,Coupé,4244,Zuzwil,400 g/km,null,2,Hinterradantrieb,10,2002,Benzin,23200,"\"Ab MFK\"",4,Automatik-Getriebe,17.5,l/100km
MERCEDES-BENZ,SL 63 AMG,SL 63 AMG,SL 63 AMG,Blue,Cabriolet,6209,Zuzwil,328 g/km,G,2,Hinterradantrieb,3,2012,Benzin,19999,"\"Ab MFK\"",2,Automat sequentiell,14.1,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Black,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,6,2003,Benzin,41100,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,Black,Cabriolet,5439,Zuzwil,340 g/km,G,2,Hinterradantrieb,2,2003,Benzin,45200,"\"Ab MFK\"",2,Automat,14.2,l/100km
MERCEDES-BENZ,S 350,S 350 L 4Matic,S 350 L 4Matic,Black,Limousine,3498,Zuzwil,247 g/km,G,4,Allrad,1,2010,Benzin,110800,"\"Ab MFK\"",5,Automat sequentiell,10.6,l/100km
Audi,A4,A4 Avant 3.0 V6,A4 Avant 3.0 V6,Black,Kombi,2976,Zuzwil,233 g/km,null,5,Vorderradantrieb,8,2002,Benzin,101900,"\"Ab MFK\"",5,Automatik-Getriebe,9.7,l/100km
VW,TOURAN,Touran 1.4 TSI Trend,Touran 1.4 TSI Trend,Black,Kompaktvan / Minivan,1390,Zuzwil,180 g/km,F,5,Vorderradantrieb,3,2008,Benzin,71700,"\"Ab MFK\"",7,Schaltgetriebe manuell,7.5,l/100km
MERCEDES-BENZ,S 600,S 600 L,S 600 L,Black,Limousine,5987,Zuzwil,null,null,4,Hinterradantrieb,1,1996,Benzin,125000,"\"Ab MFK\"",5,Automat,16.9,l/100km
BMW,3.0,3.0 CSL,CSL,Black,Limousine,3003,Zuzwil,null,null,2,null,1,1973,Benzin,129800,"\"Ab MFK\"",0,null,null,""
Ferrari,612,612,612,Black,Coupé,5748,Zuzwil,475 g/km,G,2,Hinterradantrieb,4,2005,Benzin,36000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,20.7,l/100km
MERCEDES-BENZ,G 55 AMG,G 55 AMG,G 55 AMG,Black,SUV / Geländewagen,5439,Zuzwil,378 g/km,G,5,Allrad,1,2008,Benzin,49600,"\"Ab MFK\"",5,Automat sequentiell,15.9,l/100km
Kaiser,"",CJ-5 12V ARMEEFAHRZEUG,CJ-5 12V ARMEEFAHRZEUG,Black,SUV / Geländewagen,2199,Zuzwil,null,null,0,Allrad,9,1966,Benzin,18000,"\"Ab MFK\"",2,Schaltgetriebe,null,""
MERCEDES-BENZ,SL 600,SL 600,SL 600,Blue,Cabriolet,5984,Zuzwil,null,null,2,Hinterradantrieb,3,1993,Benzin,37000,"\"Ab MFK\"",0,Automat,null,""
MERCEDES-BENZ,S 320,S 320,S 320,Black,Limousine,3199,Zuzwil,276 g/km,G,4,Hinterradantrieb,3,1999,Benzin,73700,"\"Ab MFK\"",5,Automat,11.5,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Black,Cabriolet,4973,Zuzwil,328 g/km,null,2,Hinterradantrieb,8,1997,Benzin,39800,"\"Ab MFK\"",2,Automat,14.3,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Black,Cabriolet,5461,Zuzwil,291 g/km,G,2,Hinterradantrieb,4,2007,Benzin,47900,"\"Ab MFK\"",2,Automat sequentiell,12.2,l/100km
Lotus,"",HKT Seven GTS,HKT Seven GTS,Black,Cabriolet,1781,Zuzwil,null,null,2,Hinterradantrieb,5,2005,Benzin,16000,"\"Ab MFK\"",2,Schaltgetriebe,null,""
Talbot,"",Sunbeam Lotus,Sunbeam Lotus,Black,Coupé,2171,Zuzwil,null,null,4,Hinterradantrieb,3,1982,Benzin,40100,"\"Ab MFK\"",4,Schaltgetriebe,null,""
Saab,9-5,9-5 2.3T Aero,9-5 2.3T Aero,Black,Kombi,2290,Zuzwil,214 g/km,null,5,Vorderradantrieb,7,2002,Benzin,117100,"\"Ab MFK\"",5,Automatik-Getriebe,9.0,l/100km
Audi,R8,R8 Coupé 5.2,R8 Coupé 5.2,Black,Coupé,5204,Zuzwil,327 g/km,G,2,Allrad,7,2009,Benzin,26500,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,13.7,l/100km
Lincoln,Continental,Continental,null,Black,Limousine,4602,Zuzwil,null,null,4,Vorderradantrieb,2,2002,Benzin,119600,"\"Ab MFK\"",5,Automat,null,""
Maserati,GHIBLI,Ghibli 2.8 GT,Ghibli 2.8 GT,Black,Coupé,2788,Zuzwil,null,null,2,Hinterradantrieb,3,1996,Benzin,40600,"\"Ab MFK\"",5,Automat,null,""
MERCEDES-BENZ,S 500,S 500 L,S 500 L,Black,Limousine,4966,Zuzwil,320 g/km,G,4,Hinterradantrieb,5,2000,Benzin,74500,"\"Ab MFK\"",5,Automat,13.4,l/100km
Aston Martin,DB9,DB9 Volante,DB9 Volante,Other,Cabriolet,5935,Zuzwil,394 g/km,G,2,Hinterradantrieb,11,2005,Benzin,31800,"\"Ab MFK\"",4,Automat sequentiell,16.5,l/100km
Lancia,DELTA,DELTA Integrale EVO,Integrale EVO,Blue,Limousine,1994,Zuzwil,null,null,5,Allrad,2,1995,Benzin,68000,"\"Ab MFK\"",5,Schaltgetriebe,null,""
BMW,525,525i,525i,Black,Limousine,2494,Zuzwil,225 g/km,null,4,Hinterradantrieb,2,2002,Benzin,125900,"\"Ab MFK\"",5,Automatik-Getriebe,9.4,l/100km
BMW,M6,M6,M6,Black,Cabriolet,4395,Zuzwil,239 g/km,G,2,Hinterradantrieb,6,2012,Benzin,66800,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,10.3,l/100km
MERCEDES-BENZ,CLK 63 AMG,CLK 63 AMG Black Series,CLK 63 AMG Black Series,Black,Coupé,6209,Zuzwil,369 g/km,G,2,Hinterradantrieb,6,2008,Benzin,45000,"\"Ab MFK\"",2,Automat sequentiell,15.3,l/100km
Porsche,911,911 Turbo ll 3.6,Turbo ll 3.6,Black,Coupé,3598,Zuzwil,null,null,2,Hinterradantrieb,10,1993,Benzin,128200,"\"Ab MFK\"",2,Schaltgetriebe,null,""
MERCEDES-BENZ,S 320,S 320,S 320,Black,Limousine,3199,Zuzwil,305 g/km,null,4,Hinterradantrieb,8,1997,Benzin,58000,"\"Ab MFK\"",5,Automat,13.4,l/100km
Porsche,911,911 Turbo,911 Turbo,Black,Coupé,3299,Zuzwil,null,null,2,Hinterradantrieb,3,1984,Benzin,63500,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
Honda,ACCORD,Accord Coupé V6 3.0i VTEC,Accord Coupé V6 3.0i VTEC,Black,Coupé,2997,Zuzwil,253 g/km,G,2,Vorderradantrieb,7,1998,Benzin,186000,"\"Ab MFK\"",5,Automat,10.7,l/100km
Audi,RS5,RS5 Coupé 4.2FSI quattro,RS5 Coupé 4.2FSI quattro,Black,Coupé,4163,Zuzwil,252 g/km,G,2,Allrad,1,2011,Benzin,31750,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,10.8,l/100km
Ferrari,458,458 Italia 4.5 V8,458 Italia 4.5 V8,Black,Coupé,4497,Zuzwil,275 g/km,G,2,Hinterradantrieb,10,2010,Benzin,680,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,11.8,l/100km
ROLLS-ROYCE,Silver Spur,Silver Spur,null,Black,Limousine,6747,Zuzwil,null,null,4,Hinterradantrieb,9,1988,null,73800,"\"Ab MFK\"",5,Automatik-Getriebe,null,""
Nsu,"",TTS,TTS,Blue,Limousine,0,Zuzwil,null,null,0,null,7,1971,null,75000,"\"Ab MFK\"",4,Schaltgetriebe,null,""
Jaguar,XK,XKR 5.0 V8 SC,XKR 5.0 V8 SC,Black,Cabriolet,5000,Zuzwil,292 g/km,G,2,Hinterradantrieb,3,2009,Benzin,49500,"\"Ab MFK\"",4,Automat sequentiell,12.5,l/100km
BMW,535,535d xDrive,535d xDrive,Black,Limousine,2993,Zuzwil,149 g/km,D,4,Allrad,4,2012,Diesel,82000,"\"Ab MFK\"",5,Automat sequentiell,5.7,l/100km
Porsche,911,911 GT2,911 GT2,Black,Coupé,3600,Zuzwil,309 g/km,G,2,Hinterradantrieb,5,2002,Benzin,38200,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell,12.9,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Black,Cabriolet,4966,Zuzwil,292 g/km,G,2,Hinterradantrieb,5,2006,Benzin,8000,"\"Ab MFK\"",2,Automat sequentiell,12.1,l/100km
Lamborghini,HURACAN,Huracan LP610-4 Coupé,Huracan LP610-4 Coupé,Black,Coupé,5204,Zuzwil,280 g/km,G,2,Allrad,1,2016,Benzin,2100,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,12.0,l/100km
MERCEDES-BENZ,C 63 AMG,C 63 AMG BLACK SERIES,BLACK SERIES,Black,Coupé,6208,Zuzwil,null,null,2,Hinterradantrieb,3,2012,Benzin,500,"\"Ab MFK\"",2,Automatik-Getriebe,null,""
BMW,740,740iL,740iL,Black,Limousine,4398,Zuzwil,317 g/km,null,4,Hinterradantrieb,5,1999,Benzin,18300,"\"Ab MFK\"",5,Automat,13.3,l/100km
Porsche,911,911 GT3 CUP,GT3 CUP,Black,Coupé,3600,Zuzwil,null,null,2,null,5,2000,Benzin,7000,"\"Ab MFK\", \"Tuning\"",0,Schaltgetriebe,null,""
Ferrari,612,612,612,Black,Coupé,5748,Zuzwil,475 g/km,G,2,Hinterradantrieb,7,2004,Benzin,113800,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,20.7,l/100km
BMW,328,328i A Cabrio,328i A Cabrio,Black,Cabriolet,2792,Zuzwil,null,null,2,Hinterradantrieb,8,1995,Benzin,49900,"\"Ab MFK\"",4,Automat,10.4,l/100km
Toyota,CELICA,CELICA 2000GT,2000GT,Blue,Coupé,1988,Zuzwil,null,null,2,Hinterradantrieb,11,1976,Benzin,38700,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
Porsche,911,911 Carrera 4,911 Carrera 4,Black,Coupé,3598,Zuzwil,null,null,2,Allrad,2,1995,Benzin,134100,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
Lancia,DELTA,Delta HF Integrale Evo 4V,Delta HF Integrale Evo 4V,Black,Limousine,1994,Zuzwil,null,null,5,Allrad,12,1993,Benzin,131000,"\"Ab MFK\"",5,Schaltgetriebe manuell,null,""
Toyota,LAND CRUISER,LAND CRUISER BJ 40 LT,BJ 40 LT,Black,SUV / Geländewagen,2977,Zuzwil,null,null,3,Allrad,7,1979,Diesel,240500,null,6,Schaltgetriebe,null,""
Maserati,COUPÉ GT,Coupé GT,Coupé GT,Black,Coupé,4244,Zuzwil,400 g/km,G,2,Hinterradantrieb,9,2006,Benzin,38900,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe,17.5,l/100km
HARLEY-DAVIDSON,"",HPU Hurricane TC,HPU Hurricane TC,Black,"",1449,Zuzwil,null,null,0,Hinterradantrieb,4,2006,Benzin,100,null,0,Schaltgetriebe,null,""
Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,Black,SUV / Geländewagen,4554,Zuzwil,414 g/km,null,5,Allrad,11,1994,Benzin,87000,"\"Ab MFK\"",5,Automat,16.2,l/100km
MERCEDES-BENZ,CL 65 AMG,CL 65 AMG,CL 65 AMG,Black,Coupé,5981,Zuzwil,355 g/km,G,2,Hinterradantrieb,5,2008,Benzin,43000,"\"Ab MFK\"",4,Automat sequentiell,14.8,l/100km
MERCEDES-BENZ,SL 600,SL 600,SL 600,Black,Cabriolet,5513,Zuzwil,346 g/km,G,2,Hinterradantrieb,3,2004,Benzin,96400,"\"Ab MFK\"",2,Automat,14.4,l/100km
BMW,"",323 i E21,323 i E21,Black,Coupé,2315,Zuzwil,null,null,2,Hinterradantrieb,5,1979,Benzin,157400,null,5,Schaltgetriebe,null,""
Maserati,GRANTURISMO,GranTurismo,GranTurismo,Black,Coupé,4244,Zuzwil,330 g/km,G,2,Hinterradantrieb,12,2009,Benzin,8700,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automat sequentiell,14.3,l/100km
MERCEDES-BENZ,CL 500,CL 500,CL 500,Blue,Coupé,5461,Zuzwil,288 g/km,G,2,Hinterradantrieb,9,2006,Benzin,15100,"\"Ab MFK\"",4,Automat sequentiell,12.3,l/100km
Smart,FORTWO,Fortwo passion,Fortwo passion,Black,Cabriolet,698,Zuzwil,127 g/km,F,3,Hinterradantrieb,7,2003,Benzin,165000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,5.3,l/100km
Audi,S6,S6 Avant quattro,S6 Avant quattro,Black,Kombi,4172,Zuzwil,350 g/km,null,5,Allrad,10,2000,Benzin,211000,"\"Ab MFK\"",5,Automat,14.6,l/100km
Porsche,911,911 Turbo,911 Turbo,Black,Coupé,3600,Zuzwil,309 g/km,G,2,Allrad,10,2000,Benzin,80000,"\"Ab MFK\"",4,Automatik-Getriebe,12.9,l/100km
MERCEDES-BENZ,R 500,R 500 4Matic,R 500 4Matic,Black,Kombi,4966,Zuzwil,331 g/km,G,5,Allrad,1,2006,Benzin,500,"\"Ab MFK\"",6,Automat sequentiell,13.9,l/100km
ROLLS-ROYCE,CORNICHE,CORNICHE Convertible,Convertible,Black,Cabriolet,0,Basel,null,null,0,Hinterradantrieb,1,1982,Benzin,70000,null,4,Automatik-Getriebe,null,""
Porsche,911,911 Carrera 4,911 Carrera 4,Silver,Coupé,3387,Zuzwil,295 g/km,null,2,Allrad,4,1999,Benzin,35100,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.0,l/100km
Lancia,DELTA,Delta HF Integrale Evo 4V,Delta HF Integrale Evo 4V,Silver,Limousine,1994,Zuzwil,null,null,5,Allrad,1,1994,Benzin,130300,"\"Ab MFK\"",5,Schaltgetriebe manuell,null,""
Alfa Romeo,GT,GT 1300 Junior,1300 Junior,Silver,Limousine,1290,Zuzwil,null,null,2,null,6,1972,Benzin,79380,null,5,Schaltgetriebe manuell,null,""
Ferrari,599,599 GTB HGTE,599 GTB HGTE,Silver,Coupé,5999,Zuzwil,415 g/km,G,2,Hinterradantrieb,4,2010,Benzin,28900,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,17.9,l/100km
Ferrari,365,365 Daytona Plexiglas,Daytona Plexiglas,Silver,Coupé,4390,Sursee,null,null,2,null,9,1970,Benzin,8000,null,2,null,null,""
Ferrari,F355,F355 Berlinetta,F355 Berlinetta,Blue,Coupé,3496,Zuzwil,null,null,2,Hinterradantrieb,5,1995,Benzin,78000,"\"Ab MFK\"",2,Schaltgetriebe manuell,20.8,l/100km
Renault,ALPINE,Alpine A310 V6 VFA-2700 VAA,Alpine A310 V6 VFA-2700 VAA,Silver,Coupé,2664,Zuzwil,null,null,2,Hinterradantrieb,5,1984,Benzin,78000,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,Silver,Limousine,5439,Zuzwil,310 g/km,G,4,Hinterradantrieb,2,2004,Benzin,147400,"\"Ab MFK\"",5,Automat,12.9,l/100km
MERCEDES-BENZ,C 280,C 280 Elégance,C 280 Elégance,Silver,Kombi,2799,Zuzwil,245 g/km,G,5,Hinterradantrieb,6,1997,Benzin,62500,"\"Ab MFK\"",5,Automat,10.2,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Silver,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,2,2003,Benzin,144200,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
Audi,S8,S8 4.2 quattro,S8 4.2 quattro,Silver,Limousine,4172,Zuzwil,343 g/km,null,4,Allrad,1,1998,Benzin,57000,"\"Ab MFK\"",5,Automatik-Getriebe,14.3,l/100km
VW,TOUAREG,Touareg 5.0 TDI V10,Touareg 5.0 TDI V10,Silver,SUV / Geländewagen,4921,Zuzwil,332 g/km,G,5,Allrad,11,2003,Diesel,117800,"\"Ab MFK\"",5,Automat,12.3,l/100km
Nissan,200 SX,200 SX 1.8 16V Turbo,200 SX 1.8 16V Turbo,Silver,Coupé,1808,Zuzwil,null,null,3,Hinterradantrieb,6,1990,Benzin,162900,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
Ferrari,599,599 GTB,599 GTB,Silver,Coupé,5999,Zuzwil,415 g/km,G,2,Hinterradantrieb,4,2008,Benzin,26000,null,2,Automatisiertes Schaltgetriebe,17.9,l/100km
Porsche,911,911 Turbo II,911 Turbo II,Silver,Coupé,3297,Zuzwil,null,null,2,Hinterradantrieb,8,1991,Benzin,101300,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
MERCEDES-BENZ,SL 65 AMG,SL 65 AMG BLACK SERIES,BLACK SERIES,Silver,Coupé,5980,Zuzwil,null,null,2,Hinterradantrieb,7,2009,Benzin,34000,"\"Ab MFK\"",2,Automatik-Getriebe,null,""
BMW,M3,M3,M3,Blue,Cabriolet,3246,Zuzwil,328 g/km,G,2,Hinterradantrieb,5,2002,Benzin,49600,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,13.6,l/100km
Audi,RS4,RS4 4.2 V8 quattro,RS4 4.2 V8 quattro,Silver,Limousine,4163,Zuzwil,324 g/km,G,4,Allrad,0,2011,Benzin,1350,"\"Ab MFK\"",5,Schaltgetriebe manuell,13.5,l/100km
MERCEDES-BENZ,CL 600,CL 600,CL 600,Silver,Coupé,5786,Zuzwil,321 g/km,G,2,Hinterradantrieb,2,2000,Benzin,75400,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automat,13.4,l/100km
Porsche,911,911 GT3,911 GT3,Silver,Coupé,3600,Zuzwil,null,null,2,Hinterradantrieb,10,1999,Benzin,47900,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.9,l/100km
VW,TOUAREG,Touareg 5.0 TDI V10,Touareg 5.0 TDI V10,Silver,SUV / Geländewagen,4921,Zuzwil,346 g/km,G,5,Allrad,9,2006,Diesel,104500,"\"Ab MFK\"",5,Automat,12.8,l/100km
Aston Martin,DB9,DB9,DB9,Silver,Coupé,5935,Zuzwil,394 g/km,G,2,Hinterradantrieb,1,2005,Benzin,40800,"\"Ab MFK\"",4,Automat sequentiell,16.5,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Silver,Cabriolet,4971,Zuzwil,null,null,2,Hinterradantrieb,3,1994,Benzin,111500,"\"Ab MFK\"",5,Automat,null,""
